NAME,Area_SqKm,Exposed1988,Farmland1988,Forest1988,Grass1988,Marsh1988,Urban1988,Water1988,Exposed1998,Farmland1998,Forest1998,Grass1998,Marsh1998,Urban1998,Water1998,Exposed2008,Farmland2008,Forest2008,Grass2008,Marsh2008,Urban2008,Water2008
Seoul,605.70,2.28,7.35,25.93,7.96,0.14,51.68,4.65,4.01,2.5,27.94,9.38,0.05,51.62,4.52,4.27,2.25,27.38,9.19,0.04,52.3,4.56
